"분류","자치구","공연/행사명","날짜/시간","장소","기관명","이용대상","이용요금","출연자정보","프로그램소개","기타내용","홈페이지?주소","대표이미지","신청일","시민/기관","시작일","종료일","테마분류","위도(X좌표)","경도(Y좌표)","유무료","문화포털상세URL"
"무용","용산구","2024 [한강노들섬클래식] 한강노들섬발레 [잠자는 숲속의 미녀]","2024-10-12~2024-10-13","한강 노들섬 잔디마당","서울시청","7세 이상 관람가","","","","","https://www.instagram.com/p/C-okWnTvLDF/","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f932574b6311410b9ecdb051c26b5386&thumb=Y","2024-08-29","기관","2024-10-12 00:00:00.0","2024-10-13 00:00:00.0","기타","37.5176638307111","126.958036465507","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149259&menuNo=200008"
"축제-기타","중구","2024 메이커 페어 서울","2024-10-12~2024-10-13","동대문디지털플라자 어울림광장 & 디자인홀(3F)","서울시립과학관","시민 누구나","","","","","https://sites.google.com/view/makerfaireseoul2024/%ED%99%88","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=62537debd3134373a03de8b852d8f6eb&thumb=Y","2024-08-28","기관","2024-10-12 00:00:00.0","2024-10-13 00:00:00.0","기타","37.5668131264","127.0096257245","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149231&menuNo=200010"
"독주/독창회","종로구","[세종문화회관] 테너 염성호 독창회","2024-10-12~2024-10-12","세종체임버홀","세종문화회관","7세 이상 (2017년 이전 출생자~)","전석 20,000원","","","","https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=35573&menuNo=200004","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=62f349913cd74bcdae29c949eb5d8979&thumb=Y","2024-09-04","기관","2024-10-12 00:00:00.0","2024-10-12 00:00:00.0","기타","37.5726241","126.9760053","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149417&menuNo=200008"
"축제-문화/예술","관악구","2024 관악강감찬축제","2024-10-11~2024-10-13","낙성대공원","관악문화재단","전체관람가","","","","","https://gfac.or.kr/site/main/content/festival_autumn01?tab=03&tab2=01#contents","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=06f319d38a4a49a383c735752c6ea05f&thumb=Y","2024-05-13","기관","2024-10-11 00:00:00.0","2024-10-13 00:00:00.0","기타","37.4719720770814","126.959370998377","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=146792&menuNo=200010"
"클래식","마포구","[마포문화재단] 제9회 M 클래식 축제 교향악 시리즈 Ⅰ [지휘 정나라 × KBS교향악단 × 바이올린 김동현]","2024-10-11~2024-10-11","마포아트센터 아트홀맥","마포문화재단","8세이상 관람가능","R석 30,000원, S석 20,000원","","","","https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2394&page=1","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=20a527112e2d4f228628f6d13189aaa6&thumb=Y","2024-08-06","기관","2024-10-11 00:00:00.0","2024-10-11 00:00:00.0","기타","37.5499060881738","126.945533810385","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148673&menuNo=200008"
"클래식","종로구","[세종문화회관] 희연회 제17회 정기연주회","2024-10-11~2024-10-11","세종체임버홀","세종문화회관","7세 이상","전석 20,000원","","","","https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=35578&menuNo=200004","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9540fad50c724c7b803df70fdfe070e7&thumb=Y","2024-09-04","기관","2024-10-11 00:00:00.0","2024-10-11 00:00:00.0","기타","37.5726241","126.9760053","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149416&menuNo=200008"
"기타","강남구","[서울시] 스마트라이프위크(SLW) ","2024-10-10~2024-10-12","서울 코엑스","서울시청","누구나","무료","","","","https://slw.kr/kor/contents/923.do?mid=973","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1054cac35d0a46f5a8fce1c2b8160c9a&thumb=Y","2024-09-04","기관","2024-10-10 00:00:00.0","2024-10-12 00:00:00.0","기타","37.5103947","127.0611127","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149389&menuNo=200013"
"독주/독창회","종로구","[세종문화회관] 윤형숙 피아노 독주회","2024-10-10~2024-10-10","세종체임버홀","세종문화회관","7세 이상 (2017년 이후)","전석 30,000원","","","","https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=35535&menuNo=200004","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5f624b9726f444449a80c9429f108060&thumb=Y","2024-08-28","기관","2024-10-10 00:00:00.0","2024-10-10 00:00:00.0","기타","37.5726241","126.9760053","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149229&menuNo=200008"
"클래식","마포구","[마포문화재단] 제9회 M 클래식 축제 [모던가곡 Ⅱ]","2024-10-10~2024-10-10","마포아트센터 아트홀맥","마포문화재단","8세이상 관람가능 (미취학아동 입장불가)","전석 10,000원","","","","https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2393&page=1","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7a0dd72bac0a4f6b9ad197d27224089d&thumb=Y","2024-08-01","기관","2024-10-10 00:00:00.0","2024-10-10 00:00:00.0","기타","37.5499060881738","126.945533810385","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148607&menuNo=200008"
"무용","종로구","[세종문화회관] 서울시발레단 더블 빌 [한스 판 마넨×차진엽]","2024-10-09~2024-10-12","세종M씨어터","세종문화회관","7세 이상 (2017년생부터)","R석 60,000원｜S석 40,000원","","","","https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=35348&menuNo=200004","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a387f36c3ca342a4b9b4f6b50261a81d&thumb=Y","2024-08-27","기관","2024-10-09 00:00:00.0","2024-10-12 00:00:00.0","기타","37.5726241","126.9760053","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149205&menuNo=200008"
"클래식","종로구","[세종문화회관] 소리울앙상블 제40회 정기연주회 [음악시향]","2024-10-09~2024-10-09","세종체임버홀","세종문화회관","7세 이상","전석 30,000원","","","","https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=35582&menuNo=200004","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f9ec0fa4cf944fb5816864338513fb0b&thumb=Y","2024-09-05","기관","2024-10-09 00:00:00.0","2024-10-09 00:00:00.0","기타","37.5726241","126.9760053","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149454&menuNo=200008"
"축제-기타","강서구","2024 서울스트리트댄스페스티벌 [SSDF]","2024-10-09~2024-10-09","강서구 스카이아트홀","서울시청","누구나","홈페이지 참고","","","","https://www.instagram.com/p/C-btwEgMZfr/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6192ba5eee9444e6b794639626c0de3e&thumb=Y","2024-08-16","시민","2024-10-09 00:00:00.0","2024-10-09 00:00:00.0","기타","37.5579738421304","126.849189076142","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148947&menuNo=200010"
"클래식","송파구","[서울시립교향악단] 2024 서울시향 키즈 콘서트 - 클래식 음악여행","2024-10-09~2024-10-09","롯데콘서트홀","서울시립교향악단","5세 (2019년생 출생) 이상","R 50,000 / S 30,000","","","","https://www.seoulphil.or.kr/perf/view?perfNo=6215&calendarDate=2024/10/01&langCd=ko&menuFlag=MFLG0001","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=63b98c90461647299eab9114a892879c&thumb=Y","2024-08-21","기관","2024-10-09 00:00:00.0","2024-10-09 00:00:00.0","어린이/청소년 문화행사","37.5137519612953","127.104446890835","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149052&menuNo=200008"
"클래식","마포구","[마포문화재단] 제9회 M 클래식 축제 [현의 앙상블]","2024-10-08~2024-10-08","마포아트센터 아트홀맥","마포문화재단","8세이상 관람가능(미취학아동입장불가)","전석 10,000원","","","","https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2381&page=1","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=41b723a2bb604598a67204626b48eaa2&thumb=Y","2024-08-01","기관","2024-10-08 00:00:00.0","2024-10-08 00:00:00.0","기타","37.5499060881738","126.945533810385","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148596&menuNo=200008"
"클래식","종로구","[세종문화회관] 2024 누구나꿈나무오케스트라 정기연주회","2024-10-06~2024-10-06","세종대극장","세종문화회관","전 연령","","","","","https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=35576&menuNo=200004","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4c90ef0e581a4df1812df986bbb6ae3d&thumb=Y","2024-09-04","기관","2024-10-06 00:00:00.0","2024-10-06 00:00:00.0","기타","37.5726241","126.9760053","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149413&menuNo=200008"
"클래식","종로구","[세종문화회관] 10월 누구나 클래식 [김정현의 해설 클래식 - 목소리를 만나다]","2024-10-05~2024-10-05","세종대극장","세종문화회관","7세 이상 (2017년생부터)","전석 관람료 선택제","","","","https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=35040&menuNo=200320","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=10eaf8a166ab41fa90b7487e0a6e1b39&thumb=Y","2024-08-27","기관","2024-10-05 00:00:00.0","2024-10-05 00:00:00.0","기타","37.5726241","126.9760053","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149204&menuNo=200008"
"독주/독창회","종로구","[세종문화회관] 김재준 첼로 독주회","2024-10-05~2024-10-05","세종체임버홀","세종문화회관","7세 이상","전석 30,000원","","","","https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=35581&menuNo=200004","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=cdfc90c1dd1d4ae1836a6bd6b508a9e2&thumb=Y","2024-09-05","기관","2024-10-05 00:00:00.0","2024-10-05 00:00:00.0","기타","37.5726241","126.9760053","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149453&menuNo=200008"
"연극","영등포구","[영등포문화재단] 기획공연(주제극장) [꽃, 별이 지나]","2024-10-05~2024-10-05","영등포아트홀","영등포문화재단","중학생(2011년생 포함) 이상","전석 35,000원","","","","https://www.ydpcf.or.kr/artexhibit/view.do?id=402","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e737cbde01ec4018949afb77c9bf3f08&thumb=Y","2024-07-22","기관","2024-10-05 00:00:00.0","2024-10-05 00:00:00.0","기타","37.5262451","126.9001286","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148306&menuNo=200008"
"축제-문화/예술","은평구","은평역사한옥박물관 개관 10주년 생일잔치","2024-10-05~2024-10-05","은평역사한옥박물관","은평구청","누구나","","","","","https://museum.ep.go.kr/board/event.asp","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9d2b7d989b68462a931bf002a8d70f52&thumb=Y","2024-08-27","기관","2024-10-05 00:00:00.0","2024-10-05 00:00:00.0","기타","37.6404009547","126.9380554763","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149212&menuNo=200010"
"축제-문화/예술","영등포구","2024 서울라이트 한강 빛섬축제","2024-10-04~2024-10-13","여의도 한강공원","서울시청","누구나","","","","","https://www.bitseomfestival.com","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8a8c48fa3ca4478fb25f5671d1686ac3&thumb=Y","2024-08-28","기관","2024-10-04 00:00:00.0","2024-10-13 00:00:00.0","가족 문화행사","37.5263474738219","126.933595431713","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149238&menuNo=200010"
"클래식","마포구","[마포문화재단] 2024 M 마티네 시리즈 Ⅲ [도슨트와 함께하는 전람회 속 멜로디 Ⅱ]","2024-10-04~2024-10-04","마포아트센터 아트홀맥","마포문화재단","8세이상 관람가능(미취학아동입장불가)","전석 10,000원","","","","https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2388&page=1","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=56fbe227e37648c28ff458c107d099cc&thumb=Y","2024-07-31","기관","2024-10-04 00:00:00.0","2024-10-04 00:00:00.0","기타","37.5499060881738","126.945533810385","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148577&menuNo=200008"
"뮤지컬/오페라","종로구","[세종문화회관] 오페라 로미오와 줄리엣 : 2024 라벨라 그랜드 갈라","2024-10-04~2024-10-04","세종대극장","세종문화회관","7세 이상 (2017년생부터)","10,000원~120,000원","","","","https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=35292&menuNo=200004","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2454880c0f61459286599feeb5952431&thumb=Y","2024-08-27","기관","2024-10-04 00:00:00.0","2024-10-04 00:00:00.0","기타","37.5726241","126.9760053","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149207&menuNo=200008"
"독주/독창회","종로구","[세종문화회관] 이정선 피아노 독주회","2024-10-03~2024-10-03","세종체임버홀","세종문화회관","7세 이상 (2017년생부터)","전석 20,000원","","","","https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=35495&menuNo=200004","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a267f030e6804664a5deb78883bfbc52&thumb=Y","2024-08-28","기관","2024-10-03 00:00:00.0","2024-10-03 00:00:00.0","기타","37.5726241","126.9760053","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149221&menuNo=200008"
"교육/체험","동대문구","[용두어린이영어도서관] 가을학기(10~12월) 문화강좌 안내","2024-10-02~2024-12-14","용두어린이영어도서관","동대문문화재단","어린이","일부 유료(교재비)","","","","http://ddmac.or.kr/sub02/sub03.php?type=view&uid=6723","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3b2ad31f37f4482481663167cce95e53&thumb=Y","2024-08-27","기관","2024-10-02 00:00:00.0","2024-12-14 00:00:00.0","어린이/청소년 문화행사","37.5761044697075","127.0303278555","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149213&menuNo=200011"
"클래식","서대문구","[서울시립교향악단] 2024 서울시향 우리동네 음악회 관현악 - 서대문구","2024-10-02~2024-10-02","연세대학교 대강당","서울시립교향악단","초등학생 이상 (2017년생 포함)","","","","","https://www.seoulphil.or.kr/perf/view?perfNo=6049&calendarDate=2024/10/01&langCd=ko&menuFlag=MFLG0001","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=419f3c595bcc4236be3f9636d8e11539&thumb=Y","2024-09-04","기관","2024-10-02 00:00:00.0","2024-10-02 00:00:00.0","기타","37.5660508394158","126.943916239886","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149420&menuNo=200008"
"클래식","종로구","[세종문화회관] LE POREM Piano Duo Recital","2024-10-02~2024-10-02","세종체임버홀","세종문화회관","8세 이상 (2016년 이후)","전석 20,000원","","","","https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=35525&menuNo=200004","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c61ccac8d5e0452ea8e28d42f79f00ee&thumb=Y","2024-08-28","기관","2024-10-02 00:00:00.0","2024-10-02 00:00:00.0","기타","37.5726241","126.9760053","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149235&menuNo=200008"
